Vehicle_Type,Public Vehicle Number,Status,Vehicle_Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,Record ID
Livery,7417,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,SAMAD LIMOUSINE CORPORATION,CHICAGO,IL,7417Livery
Taxi,6639,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,NAILA ENTERPRISES INC.,CHICAGO,IL,6639Taxi
Taxi,6201,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,CHOICE ENTERPRISE INC.,CHICAGO,IL,6201Taxi
Livery,8403,INACTIVE,CHEVROLET,SUBURBAN,2004,DARK GRAY,Gasoline,N,TRANSPORTATION GROUP LTD,CHICAGO,IL,8403Livery
Taxi,3520,ACTIVE,FORD,FUSION,2013,BLUE/WHITE,Hybrid,N,KINGS EXPRESS INC,CHICAGO,IL,3520Taxi
Taxi,1948,ACTIVE,TOYOTA,SIENNA,2014,CREAM/GREEN,Gasoline,N,1948 TAXI INC,CHICAGO,IL,1948Taxi
Taxi,6857,INACTIVE,TOYOTA,SIENNA,2014,BLACK,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,6857Taxi
Livery,8404,ACTIVE,LINCOLN,TOWN CAR,2011,BLACK,Gasoline,N,TUVAN MADANOGLU,CHICAGO,IL,8404Livery
Taxi,4577,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,SIENNA ZONE CAB CO.,CHICAGO,IL,4577Taxi
Taxi,558,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,FIVE KIDS HACKING CORP.,CHICAGO,IL,558Taxi
Taxi,3339,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,SOMBOON CAB CO,CHICAGO,IL,3339Taxi
Taxi,4654,ACTIVE,TOYOTA,RAV4,2013,YELLOW,Gasoline,N,"DESPARK ENTERPRISE, INC.",CHICAGO,IL,4654Taxi
Charter Sightseeing,11720,INACTIVE,CHEVROLET,TOWN AND COUNTRY,2007,GRAY,Gasoline,N,MCGEE'S TRANSPORTATION SERVICES INC,CHICAGO,IL,11720Charter Sightseeing
Taxi,3387,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,SABIRS CORP,CHICAGO,IL,3387Taxi
Livery,9728,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,JOHN'S TRANSPORTATION SERVICE INC,CHICAGO,IL,9728Livery
Livery,7576,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,CHARLES A CHACON,CHICAGO,IL,7576Livery
Taxi,1709,ACTIVE,FORD,ESCAPE,2011,YELLOW,Compressed Natural Gas,N,NECT 22 LLC,CHICAGO,IL,1709Taxi
Taxi,1827,ACTIVE,TOYOTA,SCION,2012,BLUE/WHITE,Gasoline,N,PARK CITY CAB CO,CHICAGO,IL,1827Taxi
Taxi,5225,ACTIVE,TOYOTA,PRIUS,2013,MAROON/GOLD/STRIPES,Hybrid,N,"LUCKY SEVEN CHICAGO ONE, INC.",CHICAGO,IL,5225Taxi
Taxi,6695,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,BKS HACKING CHICAGO CORP.,CHICAGO,IL,6695Taxi
Taxi,444,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,SAHER CAB CO,CHICAGO,IL,444Taxi
Taxi,1407,ACTIVE,TOYOTA,PRIUS,2013,YELLOW,Hybrid,N,BENTLEY HACKING CORP.,CHICAGO,IL,1407Taxi
Taxi,3637,ACTIVE,FORD,C-MAX,2013,WHITE/BLUE/STRIPES,Hybrid,N,AWOL TAXI INC,CHICAGO,IL,3637Taxi
Livery,7445,ACTIVE,CADILLAC,XTS,2013,BLACK,Gasoline,N,D T & C GLOBAL MANAGEMENT LLC,CHICAGO,IL,7445Livery
Taxi,6503,ACTIVE,TOYOTA,SCION,2011,GRAY/WHITE,Gasoline,N,N & S TAXI INC.,CHICAGO,IL,6503Taxi
Medicar,5866,SURRENDER,FORD,E350,2004,BLACK,Gasoline,N,SUPREME MEDICAR INC,CHICAGO,IL,5866Medicar
Taxi,5258,ACTIVE,NISSAN,ALTIMA,2009,ORANGE/BLUE,Hybrid,N,DEKA TWO CAB CORP.,CHICAGO,IL,5258Taxi
Taxi,1859,ACTIVE,TOYOTA,PRIUS,2014,MAROON/BLUE/STRIPES,Hybrid,N,BORI BUS INC,CHICAGO,IL,1859Taxi
Charter Sightseeing,12035,ACTIVE,FORD,F550,2010,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,12035Charter Sightseeing
Livery,7779,ACTIVE,MERCEDES,S550,2012,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,CHICAGO,IL,7779Livery
Taxi,6021,ACTIVE,TOYOTA,PRIUS,2013,WHITE/BLUE,Hybrid,N,CY'S INC. I I,CHICAGO,IL,6021Taxi
Taxi,332,ACTIVE,FORD,FUSION,2012,WHITE,Hybrid,N,CAPRICORN CAB INC,CHICAGO,IL,332Taxi
Taxi,3824,ACTIVE,TOYOTA,SCION,2012,WHITE,Gasoline,N,CELEBRITY CHICAGO CORP.,CHICAGO,IL,3824Taxi
Livery,9660,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,CHICAGO MAJESTIC LIMOUSINE INC,CHICAGO,IL,9660Livery
Taxi,5063,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,LFT CAB CORP,CHICAGO,IL,5063Taxi
Taxi,609,ACTIVE,TOYOTA,CAMRY,2014,WHITE/STARS/STRIPES,Hybrid,N,NEW LIGHT CAB CO.,CHICAGO,IL,609Taxi
Livery,7208,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LAKESHORE LIMO INC.,CHICAGO,IL,7208Livery
Taxi,4495,ACTIVE,TOYOTA,CAMRY,2011,WHITE/STARS/STRIPES,Hybrid,N,BRONX HACKING CORP.,CHICAGO,IL,4495Taxi
Livery,9328,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,GRATIELA E DINU,CHICAGO,IL,9328Livery
Taxi,4407,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,2ND AVENUE TAXI CORP.,CHICAGO,IL,4407Taxi
Taxi,6280,ACTIVE,TOYOTA,PRIUS,2012,YELLOW,Hybrid,N,BRIANA CABS TWO INC,CHICAGO,IL,6280Taxi
Taxi,1387,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,MALAGA TAXI  LLC,CHICAGO,IL,1387Taxi
Livery,7754,ACTIVE,GMC,YUKON,2013,BLACK,Gasoline,N,MBS LIVERY INC,CHICAGO,IL,7754Livery
Taxi,3963,ACTIVE,TOYOTA,SCION,2013,WHITE,Gasoline,N,"DANITE, INC.",CHICAGO,IL,3963Taxi
Livery,8185,ACTIVE,CHRYSLER,300SER,2013,BLACK,Gasoline,N,MILES LIMOUSINE INC.,CHICAGO,IL,8185Livery
Livery,9628,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,JOHN'S TRANSPORTATION SERVICE INC,CHICAGO,IL,9628Livery
Livery,8584,INACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,AZIZBEK USMANOV,CHICAGO,IL,8584Livery
Taxi,3514,ACTIVE,TOYOTA,SCION,2012,WHITE,Hybrid,N,INTERPOLE CAB  CO INC,CHICAGO,IL,3514Taxi
Taxi,2513,ACTIVE,TOYOTA,SCION,2012,WHITE/STARS/STRIPES,Gasoline,N,R & R TRANS INC.,CHICAGO,IL,2513Taxi
Taxi,273,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,273Taxi
Taxi,6037,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,Z W CAB CORP,CHICAGO,IL,6037Taxi
Taxi,913,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,CUCUMBER TAXI LLC,CHICAGO,IL,913Taxi
Taxi,5786,ACTIVE,TOYOTA,PRIUS,2013,GRAY/WHITE,Hybrid,N,DEHAI CAB INC.,CHICAGO,IL,5786Taxi
Ambulance,5346,RESERVED,FORD,E350,2009,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5346Ambulance
Medicar,7094,INACTIVE,DODGE,CARAVAN,2005,WHITE,Gasoline,N,MICHAEL LUCKETT,CHICAGO,IL,7094Medicar
Taxi,5967,SURRENDER,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,RITEWAY CAB CO,CHICAGO,IL,5967Taxi
Ambulance,896317,ACTIVE,FORD,CARRYALL,2009,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,MOKENA,IL,896317Ambulance
Livery,9041,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,EASY CAR SERVICES INC,CHICAGO,IL,9041Livery
Taxi,5520,ACTIVE,TOYOTA,CAMRY,2012,YELLOW,Hybrid,N,SHAFI CHICAGO CORP.,CHICAGO,IL,5520Taxi
Livery,8530,INACTIVE,LINCOLN,TOWN CAR,2004,BLACK,Gasoline,N,"PARIS LIMOUSINE, INC",CHICAGO,IL,8530Livery
Ambulance,5679,ACTIVE,FORD,E350,2013,WHITE,Gasoline,N,"LIFELINE AMBULANCE, LLC",CHICAGO,IL,5679Ambulance
Livery,8058,ACTIVE,LINCOLN,NAVIGATOR,2014,BLACK,Gasoline,N,DOWNTOWN LIMO INC.,CHICAGO,IL,8058Livery
Taxi,1403,ACTIVE,TOYOTA,CAMRY,2011,WHITE/BLUE/STRIPES,Hybrid,N,NEW MILLENNIUM INC. #1,CHICAGO,IL,1403Taxi
Livery,8830,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,MY PRIVATE LIMOUSINE COMPANY,CHICAGO,IL,8830Livery
Taxi,555,ACTIVE,FORD,ESCAPE,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO SHANE HACKING CORP.,CHICAGO,IL,555Taxi
Taxi,84,ACTIVE,TOYOTA,CAMRY,2012,BLUE/WHITE,Hybrid,N,MCCAB XX CORP.,CHICAGO,IL,84Taxi
Taxi,6195,ACTIVE,TOYOTA,SCION,2011,WHITE/STARS/STRIPES,Gasoline,N,BRIANA HACKING CAB,CHICAGO,IL,6195Taxi
Livery,8870,ACTIVE,LINCOLN,MKT,2012,BLACK,Gasoline,N,GRIGORE BRICI,CHICAGO,IL,8870Livery
Livery,8607,ACTIVE,FORD,EXPEDITION,2013,BLACK,Gasoline,N,EXPECTATIONS LIMITED,CHICAGO,IL,8607Livery
Livery,8412,INACTIVE,LINCOLN,TOWN CAR,2006,BLACK,Gasoline,N,MILESTONE LIMOUSINE SERVICES CORP,CHICAGO,IL,8412Livery
Taxi,688,ACTIVE,TOYOTA,PRIUS,2012,CREAM/BLUE,Hybrid,N,COLLINS HACKING CORP.,CHICAGO,IL,688Taxi
Livery,9866,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,LUXOR LIMO LLC,CHICAGO,IL,9866Livery
Taxi,4128,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,"LUCKY SEVEN CHICAGO, INC.",CHICAGO,IL,4128Taxi
Livery,9640,ACTIVE,CADILLAC,ESCALADE,2009,BLACK,Gasoline,N,ZEID ALSABBAGH,CHICAGO,IL,9640Livery
Taxi,6063,ACTIVE,TOYOTA,PRIUS,2011,BLUE/WHITE,Hybrid,N,NIAZ & SONS INC,CHICAGO,IL,6063Taxi
Taxi,4032,ACTIVE,CHEVROLET,IMPALA,2012,WHITE/STARS/STRIPES,Gasoline,N,RIDE FOR LESS INC,CHICAGO,IL,4032Taxi
Livery,9900,ACTIVE,MERCEDES,S550,2010,BLACK,Gasoline,N,SOPHIE LIMOUSINE INC,CHICAGO,IL,9900Livery
Taxi,5887,ACTIVE,TOYOTA,PRIUS,2012,GRAY/WHITE,Hybrid,N,TEKEZZE INC.,CHICAGO,IL,5887Taxi
Taxi,4296,ACTIVE,FORD,ESCAPE,2013,YELLOW,Gasoline,N,"CHRISTIAN TRANS, INC.",CHICAGO,IL,4296Taxi
Taxi,809,ACTIVE,TOYOTA,CAMRY,2014,YELLOW,Hybrid,N,J K TAXICAB INC,CHICAGO,IL,809Taxi
Taxi,1782,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Gasoline,N,MUMBAI TAXI LLC,CHICAGO,IL,1782Taxi
Taxi,5527,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,CORSICA TAXI LLC,CHICAGO,IL,5527Taxi
Taxi,853,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,SOUTHAMPTON TAXI LLC,CHICAGO,IL,853Taxi
Taxi,2945,ACTIVE,TOYOTA,SCION,2010,WHITE/RED/STRIPES,Gasoline,N,MOHAMED A HAI,CHICAGO,IL,2945Taxi
Taxi,1026,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,BRANDON INC.,CHICAGO,IL,1026Taxi
Taxi,3591,ACTIVE,CHRYSLER,TOWN AND COUNTRY,2011,RED/CREAM,Gasoline,N,CHUKS CAB CORPORATION,CHICAGO,IL,3591Taxi
Ambulance,5604,ACTIVE,MERCEDES,SPRINTER,2013,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5604Ambulance
Taxi,2375,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,"CHICAGO MEDALLION NINE, LLC",CHICAGO,IL,2375Taxi
Livery,8384,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,"ANDREAS TRANSPORTS, INC",CHICAGO,IL,8384Livery
Livery,8015,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,SOUTHWEST CHIEF LTD,CHICAGO,IL,8015Livery
Livery,9413,ACTIVE,LINCOLN,NAVIGATOR,2011,BLACK,Gasoline,N,A N Z LIMO SERVICE INC,CHICAGO,IL,9413Livery
Livery,7186,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,METROPOLITAN LIMOUSINE INC.,CHICAGO,IL,7186Livery
Livery,7095,ACTIVE,FORD,EXPEDITION,2014,BLACK,Gasoline,N,JOHN'S TRANSPORTATION SERVICE INC,CHICAGO,IL,7095Livery
Taxi,2983,ACTIVE,FORD,FUSION,2013,BLUE/WHITE,Hybrid,N,WINDY CITY TAXICAB INC,CHICAGO,IL,2983Taxi
Taxi,1320,ACTIVE,TOYOTA,RAV4,2013,WHITE,Hybrid,N,"OSARETIN, INC.",CHICAGO,IL,1320Taxi
Livery,7145,ACTIVE,CHEVROLET,SUBURBAN,2015,BLACK,Gasoline,N,CHOICE LIMO SERVICE INC.,CHICAGO,IL,7145Livery
Livery,8170,ACTIVE,CADILLAC,XTS,2014,BLACK,Gasoline,N,HARRISON GLOBAL LLC,CHICAGO,IL,8170Livery
Taxi,3872,ACTIVE,TOYOTA,PRIUS,2011,WHITE,Hybrid,N,ALEX Z CAB CORP.,CHICAGO,IL,3872Taxi
Taxi,2582,ACTIVE,TOYOTA,CAMRY,2011,RED/CREAM,Hybrid,N,HASEEB INC,CHICAGO,IL,2582Taxi
Taxi,1708,ACTIVE,TOYOTA,SCION,2011,CREAM/GREEN,Gasoline,N,DESIREE AND MONIQUE CAB CORP.,CHICAGO,IL,1708Taxi
Taxi,1570,ACTIVE,FORD,ESCAPE,2013,WHITE,Gasoline,N,AQUARIUS CAB INC.,CHICAGO,IL,1570Taxi
Taxi,2336,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,LUBOK INC,CHICAGO,IL,2336Taxi
Taxi,4774,ACTIVE,TOYOTA,CAMRY,2013,WHITE/BLUE/STRIPES,Hybrid,N,BENSON HACKING CORP.,CHICAGO,IL,4774Taxi
Taxi,4851,ACTIVE,TOYOTA,PRIUS,2014,YELLOW,Hybrid,N,SAFE TAXI COMPANY,CHICAGO,IL,4851Taxi
Taxi,5205,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,CHEVY CORPORATION,CHICAGO,IL,5205Taxi
Taxi,4912,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,L AND M AVE OF AMERICA TAXI CORP,CHICAGO,IL,4912Taxi
Taxi,2794,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,AMRAAN TRANS INC,CHICAGO,IL,2794Taxi
Livery,8178,ACTIVE,CHEVROLET,SUBURBAN,2013,BLACK,Gasoline,N,LUCKY LIVERY SERVICE INC,CHICAGO,IL,8178Livery
Taxi,2175,ACTIVE,TOYOTA,PRIUS,2010,WHITE,Hybrid,N,BONNAR CAB CO,CHICAGO,IL,2175Taxi
Taxi,4159,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,A & A TAXI CORP,CHICAGO,IL,4159Taxi
Taxi,3948,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,PULITZER TAXI LLC,CHICAGO,IL,3948Taxi
Charter Sightseeing,14075,ACTIVE,FORD,F550,2008,BLACK,Gasoline,N,GTI TRANSPORTATION INC.,CHICAGO,IL,14075Charter Sightseeing
Livery,9878,ACTIVE,LINCOLN,MKT,2013,BLACK,Gasoline,N,ALL ABOUT CHARTER INC,CHICAGO,IL,9878Livery
Livery,9005,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,ABAS W WARITU,CHICAGO,IL,9005Livery
Livery,7686,ACTIVE,FORD,EXPEDITION,2012,BLACK,Gasoline,N,DISTRO INC,CHICAGO,IL,7686Livery
Livery,7426,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,AMERICAN EXPRESS LIMO SERVICE INC,CHICAGO,IL,7426Livery
Ambulance,5498,INACTIVE,FORD,E350,2001,BLACK,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,5498Ambulance
Taxi,6767,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,SUCCESS CAB CORP,CHICAGO,IL,6767Taxi
Taxi,6905,ACTIVE,TOYOTA,PRIUS,2011,WHITE/BLACK,Hybrid,N,4 EZ TRAVEL INC,CHICAGO,IL,6905Taxi
Taxi,5118,ACTIVE,TOYOTA,CAMRY,2014,CREAM/BLUE,Hybrid,N,REET CORPORATION,CHICAGO,IL,5118Taxi
Taxi,6665,ACTIVE,NISSAN,ALTIMA,2011,WHITE/BLUE/STRIPES,Hybrid,N,SST CAB CO,CHICAGO,IL,6665Taxi
Livery,8442,ACTIVE,CHRYSLER,300SER,2014,BLACK,Gasoline,N,MIKYUNG CHO,CHICAGO,IL,8442Livery
Livery,8447,INACTIVE,LINCOLN,TOWN CAR,2007,BLACK,Gasoline,N,DIVA LIMOUSINE LTD,CHICAGO,IL,8447Livery
Taxi,1044,ACTIVE,TOYOTA,SCION,2011,YELLOW,Gasoline,N,NECT 43 LLC,CHICAGO,IL,1044Taxi
Taxi,2153,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,CHICAGO MEDALLION ONE LLC.,CHICAGO,IL,2153Taxi
Medicar,6621,RESERVED,FORD,E350,2008,BLACK,Gasoline,N,Joiner Enterprises Inc,CHICAGO,IL,6621Medicar
Taxi,4921,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,3 ANGELS CAB CORP.,CHICAGO,IL,4921Taxi
Taxi,2781,ACTIVE,NISSAN,ALTIMA,2011,WHITE,Hybrid,N,JNR III INC.,CHICAGO,IL,2781Taxi
Taxi,5182,ACTIVE,TOYOTA,RAV4,2015,BLUE/WHITE,Gasoline,N,MEKONNEN CORP.,CHICAGO,IL,5182Taxi
Ambulance,896320,ACTIVE,FORD,CARRYALL,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,MOKENA,IL,896320Ambulance
Charter Sightseeing,10166,ACTIVE,FREIGHLINE,GLAVAL LEGACY,2014,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,10166Charter Sightseeing
Taxi,4562,ACTIVE,NISSAN,ALTIMA,2009,ORANGE/BLUE,Hybrid,N,HUDSON CAB CORP.,CHICAGO,IL,4562Taxi
Taxi,6710,ACTIVE,TOYOTA,PRIUS,2014,BLUE,Hybrid,N,PERM HACKING CORP.,CHICAGO,IL,6710Taxi
Medicar,6613,ACTIVE,FORD,E250,2008,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,ELMHURST,IL,6613Medicar
Taxi,3910,ACTIVE,TOYOTA,CAMRY,2012,GRAY/WHITE,Hybrid,N,DEGE CORP,CHICAGO,IL,3910Taxi
Taxi,6609,ACTIVE,TOYOTA,PRIUS,2012,MAROON/BLUE/STRIPES,Hybrid,N,CHICAGO POLO I INC.,CHICAGO,IL,6609Taxi
Charter Sightseeing,7366,INACTIVE,FORD,E350,2008,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,CHICAGO,IL,7366Charter Sightseeing
Taxi,6041,INACTIVE,FORD,CROWN VICTORIA,1996,WHITE,Gasoline,N,J M CAB CORP,CHICAGO,IL,6041Taxi
Ambulance,808505,ACTIVE,FORD,E350,2010,WHITE,Gasoline,N,ELITE MEDICAL TRANSPORTATION LLC,MOKENA,IL,808505Ambulance
Taxi,5934,ACTIVE,TOYOTA,CAMRY,2010,WHITE,Hybrid,N,"CHICAGO MEDALLION NINE, LLC",CHICAGO,IL,5934Taxi
Taxi,4170,ACTIVE,FORD,FUSION,2013,WHITE,Hybrid,N,EMMY INC.,CHICAGO,IL,4170Taxi
Taxi,784,ACTIVE,FORD,ESCAPE,2012,MAROON/GOLD/STRIPES,Hybrid,N,GREEN EYES CAB CORP.,CHICAGO,IL,784Taxi
Ambulance,5420,RESERVED,FORD,E350,2004,WHITE/RED/BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,5420Ambulance
Taxi,3195,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,HANAN ALI INC.,CHICAGO,IL,3195Taxi
Livery,7182,ACTIVE,LINCOLN,TOWN CAR,2009,BLACK,Gasoline,N,DRAGOMIR FRANTCHECHKOV,CHICAGO,IL,7182Livery
Taxi,3641,ACTIVE,TOYOTA,CAMRY,2013,BLUE/WHITE,Hybrid,N,LENELL JOHNSON,CHICAGO,IL,3641Taxi
Taxi,2631,ACTIVE,TOYOTA,CAMRY,2012,CREAM/GREEN,Hybrid,N,RAMIZ INC,CHICAGO,IL,2631Taxi
Livery,8281,ACTIVE,LINCOLN,MKS,2013,BLACK,Gasoline,N,VOGUE STUDIO INC,CHICAGO,IL,8281Livery
Livery,8084,ACTIVE,LINCOLN,MKS,2014,BLACK,Gasoline,N,ALEKSANDAR H. RIBAROV,CHICAGO,IL,8084Livery
Taxi,743,ACTIVE,TOYOTA,CAMRY,2013,WHITE,Hybrid,N,DAATA CAB CORP.,CHICAGO,IL,743Taxi
Taxi,5367,ACTIVE,TOYOTA,CAMRY,2013,YELLOW,Hybrid,N,ANSHIV INC.,CHICAGO,IL,5367Taxi
Livery,8634,RESERVED,CHRYSLER,300SER,2013,BLACK,Gasoline,N,"Rollce, Inc.",CHICAGO,IL,8634Livery
Taxi,2067,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,BABLOH INC,CHICAGO,IL,2067Taxi
Taxi,4681,ACTIVE,TOYOTA,CAMRY,2011,WHITE,Hybrid,N,CHICAGO MEDALLION FOUR LLC.,CHICAGO,IL,4681Taxi
Taxi,1139,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,"IL 2, CORP.",CHICAGO,IL,1139Taxi
Taxi,268,ACTIVE,TOYOTA,CAMRY,2010,YELLOW,Hybrid,N,SILVER SPOON US INC.,CHICAGO,IL,268Taxi
Taxi,3882,ACTIVE,TOYOTA,CAMRY,2014,WHITE,Hybrid,N,LATAS CAB CO,CHICAGO,IL,3882Taxi
Taxi,4789,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,3RD AVENUE TAXI CORP.,CHICAGO,IL,4789Taxi
Taxi,6686,ACTIVE,TOYOTA,PRIUS,2013,MAROON/BLUE/STRIPES,Hybrid,N,GYPSY CAB CORP.,CHICAGO,IL,6686Taxi
Livery,7728,RESERVED,CADILLAC,DTS,2011,BLACK,Gasoline,N,BOSTON COACH ILLINOIS CORP,CHICAGO,IL,7728Livery
Charter Sightseeing,11162,ACTIVE,ALEXANDER,EXPEDITION,2001,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,11162Charter Sightseeing
Livery,9002,ACTIVE,LINCOLN,MKT,2014,BLACK,Gasoline,N,BLACK CARS LIMO INC,CHICAGO,IL,9002Livery
Taxi,5521,ACTIVE,FORD,FUSION,2014,WHITE,Hybrid,N,"NICKI & EMMY, INC.",CHICAGO,IL,5521Taxi
Taxi,691,ACTIVE,FORD,ESCAPE,2011,WHITE,Hybrid,N,MARIA INC.,CHICAGO,IL,691Taxi
Taxi,6219,ACTIVE,TOYOTA,PRIUS,2012,WHITE,Hybrid,N,GREEN SAGITTARIUS INC,CHICAGO,IL,6219Taxi
Taxi,3639,ACTIVE,DODGE,GRAND CARAVAN,2009,WHITE,Gasoline,Y,CHICAGO MEDALLION TEN LLC,CHICAGO,IL,3639Taxi
Livery,9474,ACTIVE,LINCOLN,TOWN CAR,2010,BLACK,Gasoline,N,ROMAN'S LIMO INC,CHICAGO,IL,9474Livery
Taxi,1292,ACTIVE,FORD,ESCAPE,2011,MAROON/GOLD/STRIPES,Hybrid,N,BELLA & IZA INC,CHICAGO,IL,1292Taxi
Taxi,3916,ACTIVE,FORD,CROWN VICTORIA,2011,WHITE,Gasoline,N,ALADIN TAXICAB INC,CHICAGO,IL,3916Taxi
Taxi,5889,ACTIVE,FORD,ESCAPE,2011,YELLOW,Hybrid,N,HAZARA INC,CHICAGO,IL,5889Taxi
Taxi,4147,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,DEEP DISH TAXI LLC,CHICAGO,IL,4147Taxi
Livery,9044,ACTIVE,TOYOTA,PRIUS,2012,BLACK,Gasoline,N,AZIZBEK B ESONALIEV,CHICAGO,IL,9044Livery
Taxi,6126,ACTIVE,TOYOTA,PRIUS,2012,CREAM/BLUE,Hybrid,N,SHANDONG EXPRESS INC.,CHICAGO,IL,6126Taxi
Charter Sightseeing,11486,RESERVED,FORD,F150,1997,WHITE,Gasoline,N,LARRY YOUNG,CHICAGO,IL,11486Charter Sightseeing
Taxi,1688,ACTIVE,FORD,C-MAX,2013,ORANGE/BLUE,Hybrid,N,LOCUST TAXI LLC,CHICAGO,IL,1688Taxi
Livery,9941,VIOLATION,MERCURY,GRAND MARQUIS,2008,BLACK,Gasoline,N,"CCS EXECUTIVE CAR SERVICE, INC.",CHICAGO,IL,9941Livery
Charter Sightseeing,10845,ACTIVE,FORD,F53,2007,RED/GREEN,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,10845Charter Sightseeing
Taxi,6225,ACTIVE,NISSAN,ALTIMA,2011,ORANGE/BLUE,Hybrid,N,ODYSSEY TAXI LLC,CHICAGO,IL,6225Taxi
Taxi,3226,ACTIVE,TOYOTA,CAMRY,2012,WHITE,Hybrid,N,3226 TAXI CORP.,CHICAGO,IL,3226Taxi
